fk_item,total_revenue
cf94efc1061a90b4647d14fba95b931d,233402.76
e267a55dabb5ab43a28a4fdab06df53a,231617.25999999925
124f90d85b505a30eb4ae443dc9d09c9,230513.22000000026
81f2d65a5b7695a1f83835e79d16fcda,229290.4008000001
71528f5a419ca5d569f09faa11528c17,227960.59999999957
f80ffb0553c5665025c37ed8474cd8c2,226217.32
305fc0f755ec1f8d8e76a53a42579ff5,225973.82000000047
aa36501e64569cf48680edccc853cb0d,225177.62999999968
d3b39f22f59ff61184325a390494ef74,223797.90999999992
7e83d658f097c5e7f63e28c7a88a2729,222078.21000000002
c44381bc5a9ae1c483902b0001cd10f5,221876.09999999992
933a4eb6ed34ad2f8e3d65f82b99e926,221808.78999999992
e445bed997c855be14080333fbfb5af9,220451.93000000023
db43e47a135614e13108ff52d0244d7c,216590.41000000003
0df71910527ae8789c68ee8a689873de,214045.65000000008
75fe9b090695601329ae664511797eb0,210115.29
5d08faa3726a180de01c6b200e213ae8,209990.11
53b8d0dfd76b39630e3bad87d362779d,209389.09999999998
bba09d8dba6312a9c871cf2096a7f50e,208803.10999999972
d40da1dab740c3d84bf5fc53afefdbcd,208627.47000000012
349e7e01c2f50c7ca38f4fae104f173b,208254.34999999998
48c69f5784acfd4006573b3f788527ab,207645.11999999994
eb8876e6b8df8b71ae4649682f7becda,205786.01000000007
464f7720d21792400bdd5a8dff67693f,201274.51609999978
67495cb8730f208a7eafe82911948553,201093.9999999998
7b1e515fdcd8fc12245ed58ed82410f2,200165.09999999977
ddb45d0ce859ddffb286ffefe9a3c1e4,199968.59999999995
d103a73e233f137f76a56eec419b44b3,197187.3599999999
d0dfd1f5d9ff9963d142266fef7196af,196747.88999999998
0b36a27d47863233a4c44c12a8802664,196292.22070000015
6f9be2ebab91a04f51638fc514e9ef05,195125.01
e6353b61e3af4fbf252a28184e5f90e4,188429.25999999998
713dd91dbbbbf9bd62b5b2b9f64f354e,187613.91000000003
6b72cb7828b5cbbc080802d094c9d67d,187491.41999999993
55c6ecb470c014d2d704572afa9efb14,186046.4799999999
921fb4a752286deed505e53162e045a8,185458.25999999992
a9f657f6be201ac30bba77b88612ca4f,185167.82999999987
7f1f75ba4581252e5ec15595eb94ff88,183338.78000000006
7ebe0a71f8f24942d7e45451c78ea9e5,180843.66000000003
ec39b2a5abe5fcc89feaccded9f724dc,180208.66999999993
e14e7ff0303e1fd4b64ca90e8ff7602b,179169.70000000022
b85128f02b34fa65b212a62581e92bdd,178848.41999999995
0f27a11a463da4a2be61228d906d0693,178271.43
523082ef3615e9a979871445a7531f5c,176558.09000000008
8bd5997f915e8e8193610511c88567c1,175549.75999999998
f3423026acd334b03c3459fef210c37d,175505.29999999984
1701ab7276204c9349dba21e47f31886,174950.41000000015
06fd6323815ec65dfaf22fab8106f721,174331.47
a3034e6138562d9fc4cab0cbbdbe22df,174200.89
c3d41f2f6e4cd6da58633a3f6f25716f,172305.6400000001
134afefb2b7d84c2c953f25a4f604540,170911.05009999996
137f9a28c5664eec96fef3cb4608d732,170516.91999999993
5a04b390ebcab4ff163db4bb063e2770,169680.24000000002
39cb3bc7bdbaa04c685aa07c9f5d4c9a,169440.33000000005
f3d5f56aaed5a4643e19bd1ca6c36225,169433.57
0bc4d58da83c315fd183cf6b7a24c716,168535.61
326252dfda29a8e5318929b2906a3cdc,167889.89
cd42122eea8171146d06d6001f53aa6b,167129.0299999998
2e967682e7ecaa53e592f08a6b05404b,166968.65999999997
6dd632fcc9908a776cf5ee55ed3046b3,166577.29000000004
30931de358c6ecc6bdefc9683c70ae6e,166209.09999999992
f111e11af20ff9b77935142bad38d50b,163983.46000000008
42abe5dff19471f67e0f9ea9f49e61d0,163918.77569999982
2a4cf59ea08353579a12289cd567b0fe,163039.31999999995
f0513a5cf8f543baa64856ad69b00fc8,162596.72859999997
9e96e8aab91f439f531e811074469814,161265.99999999983
dbbb44ccd8f63ec8a1bef1db6e528348,159809.52000000005
8c2e49ab5b47a1b4f9e80176551aa976,158925.66
3b3064a88cab9c739f771d908a35ac36,158712.03999999998
20dcd02a68d284e51fbb92435cf7a3e1,157299.0599999998
5dce9e77bbbaf6919f93bf1fb39f4ad6,156758.85999999987
5429d0c927d82cc70865b6f50f057672,155755.12
a893abc1dddfc30bd643d2795feda7e7,155690.65000000005
c14bd0bb55fd0401341dfb92054d3a42,155400.1
fe7236bbc84059f9610126975abbeeeb,155182.65999999995
01d851b39d112488ee2906522ac2e2d9,154014.44040000034
8674dc53f3e606569b731aa895993658,154005.81000000003
ff6b8f074b58d1510b0d715a4977b5be,153440.5299999999
a36acc59ffc07617cd3b8cc78be574a3,153407.46000000005
db08ac66794cf1c90f276ac0c1c516eb,151038.50999999992
1d45d2d0de925d718d58535913b7e86a,150799.3105999997
c993ebfaa6c6c5fad22a11a85cf74072,150708.72999999998
8c820073094c4db76ddffde19028884a,150661.33999999994
5078a6a3de2d53bf6ed21c1936da128e,150015.04999999993
e2bbf5c277428b39a5b90a277d951f21,149855.28
b8b2142e9ee03f3d9573d8d5e2ea1493,149547.03
61ecdcab23f6cf88f7657127f0ead13d,149255.21000000002
4e07de31d5ef2e57762acc8839d7d68f,148357.67999999996
b3dd2d18068b0e7cceae5df64d65982e,148309.04999999993
b9761101ca7f03b80eff6a5abdbfd986,146526.24000000002
8bb610c02ad58ef80811df14d96c3ad9,145285.27039999995
22e0f4bb0492b0879c0a12f1136f6e8c,145270.65000000008
dd0203d0619ffe4be7f5d2e872fb1731,144408.12999999968
4f8fccac8b1632d5c831b06f49d64ca1,143889.7
97fcd52c4ff4f045b64e55e2b4a98f8c,143584.85000000018
a9e325658731eaddf01fb31998755724,143181.51999999996
9b874fedbc0c4a5ef441d496f1361ae7,142677.04
a98c9948ff0b86743f1a9b6a16866058,142322.16999999963
11c0ce3e9fa09b3b0722790dcc503b5d,140501.0699999997
815aec597a629130ed959011e51badc7,140140.28
a9b71f196b55be12f85041632c0e77ce,138001.5300000001
e59137552ce14c86ea0ebe40d1f084d7,137430.89999999985
f6b2801a585c8dcdbb6e72d608082656,136861.2000000001
69064056e93042fb2d6a79201bb18cb5,136086.91000000003
5bc81e10ce96fc07e77da7e9ac970307,136085.53999999998
9f31489634658ded03df7531e52ce176,134769.44999999995
3b7f62b7df9641ff9c5fe1c77ae11e0d,132888.42059999995
2b745760d1b3f6b09828bb909c46bcca,132882.48089999967
4be05973312713958841cd6b90ad5352,132853.81999999995
1294100e4243970de30a6431c951b9b6,132391.65
dedd2aed5cde5ccf3d238d3a14e5b35c,131839.11999999985
59e57db2988c0c9951fc471d5fedd0da,131829.03999999943
2b7f11e6f51d2220f58391db70d4515a,131059.08000000002
9c6e444c18eda5acc76dd451cab966b3,131044.7700000001
e054c46beb9d22bd70cfac06c1a1f03b,130996.61999999998
1ac10351f6649024fcf6d6cc436a4616,129657.96000000014
280ef6d74c8d83cc61ba710aa66e959f,129110.90999999989
d49495025211db6d920730c290446e07,128996.46000000011
d0346b9fa4cf03378c8da306b7b2711d,128831.9526999998
84134ce5bd16bbded410f6a903c291ff,126887.91999999998
a9c35caceb01403bc0114948a8fde101,125999.06
63fc2597e5af8eb7270aa2694b754bc1,125211.57999999986
8e022968a3c357e68ef6b25aa47cd53f,124966.82720000003
cdea26eb591fe92431f9bf3b24832f41,124699.09
c55348c959ee0d29aff05315189f406e,124541.99999999999
3a87f8a8c9e2d8bc808cded4cb6fb464,124005.36000000003
633cba6e6d16d92e2e60edc86ff53c17,123779.91999999997
ac36327f845f36608ade66723eab040e,123471.72000000003
906b9ebf4fecd16bfb036ed753213caf,122847.38
1bc631b6fdf4898dc866fb227a8dcf37,122169.17999999977
d87f487fb91891b59b9e11935f79de2f,122029.58000000003
12fdb747bcb8eb02da978eba3d259f1c,121323.46999999987
350d61151c0e66f9874592c5335b2018,121236.67000000004
780aea466550fb8eed03daef2a9531cc,121045.8
e33337b64414aef62de3f2f8f01f7ea7,120216.68999999996
f4d68643618ec5dd0375ee924b2cbe04,119967.49999999991
88aa700eb1fffa49fed186aa2b68558d,119908.1599999999
2b000f0437530cece74a50e26fa1a6b2,119310.16000000006
1e1ddb9f31e3a59609f0aa4999698ad7,118855.37000000004
7907404974b7293e215e83fd61b334e0,118732.64
7c40118114ed80bf7bcb80a1cbe72860,118714.49000000002
4b4c96cf69e456520546f30a32c08fe1,118149.61999999994
c4713de42ebd2f285623a417dc141625,116964.57
175093a619dfaf329dc088a1620fd9cd,116897.29999999992
d4d34c648e6168b1713c239f8cae7c30,116485.03999999998
89763bf137706a1df30066ca26e9cf39,116238.41
5e5ff6d464bc61f28cecb3f62de4e773,115898.76000000001
ffda3abbfb6127b023f7eb197bfb8232,115745.37000000001
045382d80be08c6b42ba88e9b0ed228c,115588.26
7b2e4ed37a01da0768e7ff17cc5b5a8b,115452.30000000009
9dcf02fb07f885b6cd409f92808eccac,114393.4899999999
a0e33408446e0a70f0b3ed4027c727f9,114196.15
d14dd5f0f25c49ff9ff64d897d080f4f,112835.78000000003
a3b6f54dc441333a470d337771e1e4ce,112006.37000000004
19327af49867f2f5269c672608b4daa9,110999.79999999996
bc4bbcbe815cc141613ba25cbd59644b,110034.20000000001
1315f44754c79d99a7e16da00dce90ef,109987.86000000006
e19e16060a0044a17151dc988e1deca4,109306.11000000006
3c4a3d30cfd389b51e2cd1e1b8d54a56,109202.76
8e5d9ae60eadd064b50b17ce3e2736ca,108626.00999999991
34a5d08ffda1878defe247b5fbcd294b,107545.42000000001
2c11ef7faa0920779d9a8a952fa58db1,107148.78000000001
6ead79ab40b8125e6568f51d871146fd,105622.88999999993
736d19ce8c502df06d8799c0b8d2d33f,105112.07999999996
feb4b4ef1ce9e7ebc826b07cfd393926,104947.79999999996
8ae06fce8065fdb6c36c14d301c088c1,104414.66000000005
e11eac42b0836f88549138395b389435,104137.91999999995
2441d105b34df0372ed5accda132e396,103970.00020000004
c9b78dad4690782dbfd7eb109dabe0b5,103915.95000000006
6fba55e4edb9e2f9d2e7235e4ee8f03b,103812.28999999985
5ff823d8976a18e50c8a6bcc4829d5ae,103768.95
ee10cffec1ffb6dd7545ea2e018df96e,103702.31999999999
a55f142922fcd2b965bab14065762a1f,103676.89000000001
19117eb0b2c1963122a5f890b12e0dab,103298.06999999995
d73ab76a8e38b90ba456f626a8b425d4,103089.44999999998
3a7c9fe02d1c499cbebb5fcac44c0ca9,103017.02999999998
81de350e1cdc461a326bac58c7757c50,103011.29240000002
d08fbd54b2a804af6be59356e17d4c2c,102814.5499999999
19d4dc50710bf9fbb3bbf3acd1bbeeca,102792.31000000001
ef74ed5ce963290890617bddaa76f8ae,102328.49
1e02d6ae8c7a76d254b6981faa614c1b,102245.5702000001
68acf7243922f029a1405f63bfc56612,101276.49999999999
5c4869977b718cc3a6975faed2df8e8a,100754.36999999997
f4818a621cd8d783c88dbf3e00ad21f0,100447.70000000003
57f1ca8b413c05d3a889f966541ed38c,100210.37999999998
5338e544b8e9582f674aba35cc7162e0,99842.58999999998
61a4fc91955b72e0da642303ae3440c7,98730.05999999995
51cb20fb5dccc858ce3fd749b6dcd1f4,98712.12000000005
0a90e43325f557a8635d2acd07525cf8,96742.80999999995
7a7e41002d1cc78e062bd1cdb1ec56f8,96735.56039999997
fb15d86b65b0f4525943477cc2be6bc5,96679.02000000006
ff77c8472733d49c8f52e83124c066d5,96635.03
7d4aea3ab40ca7016b1aa5e49decf3bf,96515.12000000004
47d96781a63b490cf90c4f337b2b9371,96348.85
7316bf935d8aad0d15dafcc730085fa6,96291.76000000002
632448f4dd1edb8543f5dd2508ec6b3f,96157.12
e2b663c3b93560257c591979a8186486,95801.25999999995
cf81513517cf1b4adc159cae7c9e4713,95682.06999999998
db0f07fa7253fd177cc8fd1e79378276,95386.83000000003
d10a1cd1f74a809f6becc9ae46ce0b3d,94450.74000000002
dff629f72d77c28ddf8f8b72705f77e3,94354.02999999996
6fa8f9bf8f915f312b2521c8c1a4a184,93173.91
430a70303d7a9606d9e3a471dbee09ad,92933.90999999996
23650c6f626811be7ce30b59a1ca63e5,92225.97999999998
ab672df2298088539189308d4b9e8c1c,92063.02999999996
b63b6e706ab50c4291e8b793ef172df4,92048.00999999998
b64f60ef24e8f64e912dae11702f10e0,91684.94559999996
c378d53b4bc550773c128c6c03fced5f,91551.10999999999
507e5f3513c0084c5999cd91a1835d7d,91362.95999999998
9d72e9d977068d8ff5585e5568a96200,91300.59000000001
6fafcebaaf28d550113f660766cfe360,91140.06999999988
b1ae01368ae219559b5cc206da45ad53,90994.38999999998
ad92fd512610fcabb9a6fb6e0f1397f4,90868.25999999985
18acd475f3618f879389045f9b9664aa,90782.38999999991
093ab2933bfa6b5cbbe8fcc952b11511,90486.67999999995
f1df98d03c8fa9e53d3c2b6399c82feb,90213.82999999999
8e23235cce90b513325acdc7262002fd,89911.1794
74070d764e48f6e1d919ee6667ec344b,89605.36
4c5566d30ae22d92af3671b750c34737,89517.34000000005
cf8d6dc86ccb10f96740dd81a71b0211,89417.93999999997
c0428a9556ccc84d77175d352aa092c5,89059.74999999999
0a5ca849ce5b358a4fa4ce335b98e141,88496.69000000002
11a3140c37c6aeb8481170da5f635605,88185.85000000002
94efd18290b7cd86327cbf80a9c4cd5f,87655.28999999994
818f16ec5da2c9d80f88af1deae7b0b1,87446.26999999999
854b8588817a7866ed0d97eb97cebf6c,87106.52
9e81918626d4102bbe0012b1c6949697,86764.01000000002
13fb7e37b14f72b4f59b5ef8e8444683,85976.81999999999
0356532322a8f14280937d545c26e680,85503.74999999997
23e722f2b120eeb8b03212f9d8c06b56,85452.76000000001
a809a3d2600219594cb6888a35e52ead,85357.3008
1f92259c134875ab34d9f1f871cb99be,85182.07000000008
22d8f0a573b6eb5e457baf051f8e88d2,85110.34
1d9b369a99c4525ccff9b5023d0bf805,84946.01999999999
2aff4d1cd86467500cc2b16ec5221a8b,84245.78
527130a04fd6ecc75be37060b1c9afb0,84179.64999999998
9c3212b8f23a9d2be41e3e01885d7ec0,83689.04000000001
38a1e5d33d669d1c8648f7e7f23229d1,83474.96
bc3d404211d038225ecf93bbda8d6844,83279.42000000003
39642cabe72a4ecf4216486f390d16c0,83226.62
16d8417103b7c07214458d7e55f6e513,83205.28
250005d5917767b4b8a44e39299a5646,83094.24000000003
5299d1f0743afdfd5976648408d8a98a,82726.59999999999
ed409cb2c373f02f1ed0f07eb58815d8,82634.45999999996
b128bdbc3a7cff7d83a17d0b8b18da4d,82625.55000000002
5abe66f9b97b330a518f61b9cc2bb73d,82541.32
58588f1d8e7669d28c556e0cd696938a,82270.84999999999
fc9a7b50048d36ad0eb5bfeb47c9089b,82125.39999999997
565cb4cae8c00e9c0181413ffbe45a89,82023.05000000003
9bd0dd6d586aee6778e9b2fe5d38b727,80948.61
5509dc548f176075956749195010da4f,80284.24
ff5f45b53dce0179669959fb179580b8,80278.28000000003
117e7650e91c04b27fc9d4ca69ab466c,79887.03000000003
368f4fb2b289c2980c5afda132427745,79738.09000000001
c0941f7a46e4f7cbdb62b7149ff824ab,79613.69
3cf81358a6a197fa4c7be371b2a032fe,79243.45000000001
d5d53af7ddf21c34f799d9982fdca476,79083.67
94c795af585ea0261468b5840c492743,78505.13999999997
aa284596ef906e4389bd23f4fa3a4702,78200.8912
4e17f908f7b1d9064e4161c5980f610b,78041.96000000015
57c03c0be49456de8ba2ff89dba0f0f6,78035.13
6e993ec65d0895768e8de5383311c854,77986.47
c9ca090fe093c6b68390bf906b46c3f9,77914.72
b1bdc29a89c741614ababa9dd4c9cef1,77839.38999999998
702797c1ec71f71b8398514cceed060d,77733.13999999998
64ae76488af8aa19cca1b92fa66ec49e,77492.56000000001
38110441e6261c92109b04ff77983ed9,77409.47
4894fd13077c89a5774c94d3438c381f,77238.11000000003
7ff45f5a263e51900afa61e1f3be85ac,76759.67000000004
529c6b08f6df62ea3b16d35088b6baf3,75715.99999999997
14539ea168fd6bbc075a1e7e912af296,75553.82000000002
9b261b4345216fce78b4c1ec7a7577a7,75496.62999999998
b552bc4552c59386dafff999732b7cb7,74414.00999999998
115da2c4a377d5f4810e603406d4a492,74408.6
cc6b0c486bf0eda699d594d1c4e0680a,74346.20000000006
c1e0006deb69293d7de9927dc2a05643,74213.74
b609a2c06ccf4f6517782a8e932c2584,74151.23999999999
d57b4708fb74df5a9761c254610d2637,74074.82000000008
07a8fb7e31081105da8f109cf10dacdc,73981.70000000001
350b619dff792156d4b1da1d84fe87da,73343.69
1b1f644fca6d681bbc82ba31103269f9,73337.55
736692f893ddb121a396396e522489c4,72915.17000000001
76d93c2851ce5485e2b43716d1a40caf,72897.37
df54e1a61ff099d2c3ab71bab5d8de55,72831.09
a5ffa3489b42068f9d926553b86780b9,72812.14
2981d64066348e3a9fcfb3af27c011ae,72481.47
2a137b322d02302495054cad301682f8,72344.04000000001
b6f96ff1e20f03cb7d1bc08d7f7bedf6,72171.91
b664b839dfb50e268f1b2fc5066606f0,71986.37
5a02e3474c1bc27042ef923fb82b552f,71867.13000000002
f1763f8c3430dad816f58f077f4c6595,71823.61000000002
d9f998e0159305cf44a6f2f2d362ff77,71752.65
1f36d759c54bf83e7c2771ee382d542f,71543.39000000004
da4d9d4e1d468c3a46c08132d1669199,71109.02
8647c3f5c4db1f167419641a6f182b7f,71087.54000000001
81fefebb0bf18ee38b3441c0110dc90b,70889.34999999998
11241ea89d57efceee97edbd9b178775,70515.00000000001
dfdbd7d39a5eeb733858bcd4ac1d5dcb,70382.61140000001
b73746bb58936adbf1d338bbca8bba92,70178.78
15ea70bb8fc9a96b693ac6b6ce70efa8,70128.72999999998
d0d0f25babfc2e2fce84178ccefd4df2,69435.03
d9bf194094f1750827a43e9178ad4841,69395.06000000001
dc81911b34295a6526fef073a3a68db3,69079.34999999999
28fd9f4a95f74e4ec1c7b8dabf96830b,69035.79000000002
2f229635a440a420413b3ba27dc63900,68785.01999999999
b4f1cfb8f95ca7198d40edbac5ac62f5,68755.11000000006
8b2d2c89832ecf4d8e6384bfcfc8588a,68487.01
8e4712a344daaa0c4dc8f48d8af0fb23,68337.9
408cee30f4c0f8e11874da0b1372aa1c,68336.74000000002
0226f838783131e1ea98835eee385c04,68196.82000000002
61447cc90f46d94919c39165cef0e6c5,68145.35000000002
dc9d09c0b959295cfaa8c16794fa2c5b,67684.90000000004
e46ca9c3b978524ed81bf9dfb370f229,67555.79
4cbd358f71e1105f091abe1a5c888435,67116.4
827c25e0fb67a49cd61f6b0fd07f479a,66784.17
b30bf45d1630e28d9ad42689737a5032,66758.03
67e21b72745b95394a94cbb4eb08161b,66395.13000000002
6ebd7ccdc4eb5b214861814670f2aaf8,66328.28000000004
9d1480efba7107ff3b97212e458a92ac,66141.48
ca481e8aee0e8300b5df85cea04c7773,66066.92
700a3662746f8e72b2c6916df0cc5a00,65950.53
580a6666007171f8bfec8b6fd3156d1f,65760.9
e72d6660d518242a8c376fcaae2dcba2,65192.780000000064
df4d25b152e2c813fb6661d238683f11,65189.911999999975
5084268479c749e6849b165bfe4b54e0,65164.790000000015
4b4dd288942022304721d7fb5e954b79,64797.45000000002
be60c117cd5fa3f611e1cf0c186cc7fb,64723.97
5a42e7c7f9eb225ae1b837f909855930,64606.56000000001
14e1dd93cd71a00bc6f1bf8525b2d789,64551.05
d29fde44d0ff8b54fd37eaa203924599,64413.85
ffeefc85376f2f0962e4d7ce04d626cf,64400.85999999998
23f017f4487b9318ad05aac78446b66a,64010.73290000004
27f20b530102e24dd47bc1d2fc89702a,63807.6046
b058691866133579dfa8e5e0d8ab715b,63504.090000000026
e206ba172e384968d79381b2c7f95eb0,63298.15999999999
5053dda4296e0245e078c26d36672c0a,63235.38000000001
faccc84419506f5ca1142e1ae355d03f,63106.149999999994
67377492dab0a22227f0eec4af7e2a89,62952.74999999999
8787bf10d4b33351afb3cd6192e696b6,62810.72000000002
2e42d7de8bdc24192506f9ce4696da30,62712.359999999986
69304491bc5a5391a8ea1636664e34cf,62580.0
a84e4bac1e3ef370485bf15049b859e2,62472.329999999994
7cf615ad3fbf87a37f8b4fdd36e0e5e0,61979.33000000002
5eaf170428492bad21e1c7360608a62f,61697.14000000003
c07c359c313950ca2bab58295b52efba,61627.32999999998
b12e735879c466cb61b339636f5ccedb,61334.46999999998
50233b0f1f9aad5d849c41892cd3603d,61329.24000000001
a1c3964d74bc2b5c558788010d713afc,61270.76
f49da2bb643b17d0b82ea65565df73b0,61270.580000000016
945e9463b1fd124c01d940ed95bd6273,61254.94000000003
a08bb82759a7911391f9936b08648b0a,61135.2509
8474ff1f977680a5ae68a8cfbe43922e,60406.27599999999
31bd7452960af38116e8b0fab7af9f4d,60310.64000000001
7c9f7af3551b937e3395b6a663dd6674,60178.15
202c903bc20671c35e4c8ecbdcdef21d,60018.42439999999
04d8504d0e14e7a1d0a17789f18e4f7e,59866.310000000005
59a3fe3dba4509c2c4f5eb19006aa644,59854.94999999999
387898048c129f33a2f94168629bbc6b,59496.41000000001
5805ef0326ee0fd8277e85b2e7b9068b,59437.509999999966
f228ed89c6ae83f22aaaae3f4ec6ffc3,59065.43000000003
811e9b28be50b63823b78e52a4ac8b98,58955.07
4713f50d5580930090afa4b8a490665c,58854.01
84f19aba31c5b482078a3262d6892a76,58659.69
6ab8f01e12320c06ea6ee2919b966904,58474.28
b427fa135ee475ad890ceca3581e9dc8,58459.96000000001
348cc80228e84811461e195347fac763,58190.70960000003
aabf9ec257b7301ba828923a6ad2a7e1,57831.979999999974
3df36af518fe0740ed1a7f133e916d6a,57793.920000000006
5139a35dd79b387f9662a0eb2ccbba54,57547.49000000001
3a15f501bbbdac676f0ae04120aaa84e,57518.35
8bd5f74b3943a938fafef715d170ab3a,57451.299999999996
1908353db92f5a9ef6d01c5927c5eadd,57215.48999999995
ba3000284b651d462b2da8067074ec81,56983.30999999994
0189ecb9a801c14bdeb2ae23b5f10064,56833.539999999986
d50dd65bfa79191ed28bd24ecf9fc946,56804.820000000014
3f152042045f82a1bafd3c81d0bef8cc,56761.79
49ec81cbdf80c5c466c330e8d4bbb9b3,56634.18000000001
c111ee87d8ebec3eb2802ebac1298760,56447.20000000002
3f5378cd033cb9e29b9071b54d527170,56429.05000000004
c272d526493350be0f875a1511709014,56367.21000000001
6d51913fc0f978c8a853a13229695f28,55902.48999999996
725ce28669aa6e5993e916ec83381b9d,55556.91120000002
995fd1c9438e212b9a6fd04afdbe9b89,55553.48
8601c497dc17300621d8b55c235611f3,55487.18
66dc21b5ae4245b51a25db0bf25c656a,55396.940000000046
8c3f2e059c2f185e0b5bda37c80d9590,54865.42000000001
1aed5f49cd35214a6623c0313b05a9ee,54824.94
456bc88c91d0527d58314dff8698240a,54815.860000000015
c00ec44c79c543fd0ec591b38eb92851,54710.10000000001
7a3bd7cc901a65c37e7756c8ec7bba69,54472.56999999999
fd4ca48379c49052d8c6b206a66400d9,54402.050000000025
