pk_sales_order,created_at,currency,currency_rate,country_code,postal_code
6b145209e92bde09868f6a5a2745ccf2,2024-02-08 08:06:19.000,HUF,0.0026,HU,2310
63a5f4d80ce2c2c78c6e8d3197877422,2024-04-01 11:54:34.000,EUR,1.0,SK,83102
7312842e099869208af61f79b0f113fd,2024-08-28 11:54:06.000,HUF,0.0025,HU,5650
be460c10927543eb67a3746f78da215f,2024-12-03 11:41:55.000,CZK,0.0396,CZ,29473
2d1ca762e23c455b509bef8f05bbeb05,2024-09-19 01:29:01.000,EUR,1.0,SK,84104
c1b71b36cb4c93f0c267aeeb8abb692a,2024-09-07 12:21:27.000,CZK,0.0399,CZ,27732
046e8292f4182b85fbf5c447bf9e6b48,2024-03-10 16:35:28.000,EUR,1.0,SK,7301
e872f93414d633b4b2e6d50915a6c046,2024-01-29 18:38:18.000,EUR,1.0,SK,95605
5a5664ef244f5a95f008bed40bca62d0,2024-08-26 19:14:36.000,CZK,0.0399,CZ,10400
e377c4f8f57e81caeee11f41613653ed,2024-11-17 21:08:48.000,HUF,0.0024,HU,8000
cc9070ed4c23a2883ce470ed7d065ed8,2024-04-13 20:53:36.000,EUR,1.0,SK,1323
8d1a30095a16fb0e80d817e878b2eb95,2024-05-28 20:29:21.000,EUR,1.0,SK,90028
d24f5e74a68cb50d5b355312e9b2fdad,2024-05-02 16:04:36.000,CZK,0.0398,CZ,76302
99555687b51cd3df99ab2c62a8672f7e,2024-02-07 15:51:31.000,EUR,1.0,SK,7501
9f5dc5ce341b056e313d625427a7e6db,2024-10-06 12:54:17.000,HUF,0.0025,HU,6503
a743ef7565c81a33bb0b7510a2d7a0cf,2024-01-22 12:56:29.000,HUF,0.0026,HU,2131
98eae927b6d0ad9435cb5f62fd0276a3,2024-11-13 20:30:15.000,HUF,0.0024,HU,2170
ec591c0fc28c7109d5c0064041418710,2024-10-14 20:24:21.000,HUF,0.0025,HU,1037
68df89dc69644c2d03c9b3b00376b144,2024-05-03 17:07:47.000,CZK,0.04,CZ,53973
f3043892bb388c69766c9946f1cf3ed4,2024-05-08 11:43:49.000,EUR,1.0,SK,3401
e475ca706554c85f868412efa68bf53b,2024-09-10 19:07:35.000,CZK,0.04,CZ,73801
d1ddbae3e03f0c9994600e240946192b,2024-09-08 17:14:58.000,CZK,0.0399,CZ,74791
44dbcbe45648a5887f834bbb2d990a92,2024-01-07 18:57:31.000,EUR,1.0,SK,8001
2c28d4f0fa3fec40e47080bc93b28eac,2024-10-15 16:43:47.000,CZK,0.0397,CZ,28802
4a182bfc75568edc91239af498338fd0,2024-03-06 17:17:29.000,EUR,1.0,SK,81105
ac5c65ecd73c843ba7da8bf02b860293,2024-06-10 23:32:57.000,HUF,0.0025,HU,2921
a1f91c8fdc1aee9238b5156b6f2cd59a,2024-11-04 10:58:11.000,CZK,0.0395,CZ,78365
2ad92bbc4e3fc6ed5df53d8928e63666,2024-01-09 14:48:23.000,EUR,1.0,SK,8605
acf6d847035ca0767ed670c8353e7e4e,2024-05-28 22:04:03.000,EUR,1.0,SK,9301
753069a4f038fc4ec41dae33ccaace67,2024-01-12 13:58:53.000,HUF,0.0026,HU,1031
f9e6280470239c0497549cff476be9bb,2024-03-17 23:42:12.000,EUR,1.0,SK,92601
7be960fee07f9e6f2ed5e7ae6cd49b71,2024-01-15 20:51:48.000,EUR,1.0,SK,5801
8121db2ad10c28bb2d0da05214acc95a,2024-10-17 09:26:36.000,EUR,1.0,SK,92601
0d10065673e637211987fb097487f120,2024-09-09 19:25:47.000,CZK,0.0399,CZ,75301
6059c5cc2734921929c4eb31de4eada0,2024-08-10 14:38:49.000,HUF,0.0025,HU,1139
ffcd8af3c0fa63e9ec4b98d13bff50bc,2024-08-13 16:10:17.000,CZK,0.0397,CZ,12000
890eb6825c33023d72361d9c603f912e,2024-12-04 01:15:58.000,HUF,0.0024,HU,8900
6a46ad335488ff7a59723b7533d32757,2024-11-05 22:18:29.000,HUF,0.0024,HU,2700
ad6b17322384cb1019cbeffc5377eaee,2024-09-22 22:48:24.000,HUF,0.0025,HU,4090
0704e3308f9db248a535e5d4803f637c,2024-10-18 18:58:25.000,EUR,1.0,SK,95107
f9006cb6c7b6addbe41c4063421a6206,2024-01-29 06:00:34.000,EUR,1.0,SK,6401
f93d904453cb6c23c1e90dd643f6dc88,2024-10-02 10:51:44.000,EUR,1.0,SK,84105
8f5f2a77d1387e6cb4767222ae7e998d,2024-10-01 06:58:39.000,EUR,1.0,SK,4501
ae7b5743658a6981fef234336b6c8402,2024-12-30 15:32:09.000,EUR,1.0,SK,4001
dbbf7eaa246576a977caed2037b2c0ac,2024-01-09 19:27:27.000,HUF,0.0026,HU,2030
9d2f3b073b1a18879b89469e6e98bd4c,2024-02-25 17:22:36.000,EUR,1.0,SK,97404
50209897b4d8fcf841b62b92d9b5baf5,2024-07-07 13:17:07.000,EUR,1.0,SK,94701
e41bf2797e9299130d94f6c9db9ae037,2024-08-26 07:37:45.000,CZK,0.0399,CZ,73801
dc280e5c0bb204d4f624e9d1cc8e612c,2024-02-17 19:59:42.000,EUR,1.0,SK,93539
8ab7d893186c9ed329cc515281451c76,2024-04-17 08:12:53.000,EUR,1.0,SK,90061
eb19937328ea09ecd087ca3b5675aa0c,2024-01-28 12:26:41.000,CZK,0.0404,CZ,37341
0800aaf2329a53830e89d574b3b5071e,2024-11-19 22:41:41.000,CZK,0.0396,CZ,50781
d51ffce0d174128a855f58cfba8c38e2,2024-12-30 22:42:56.000,CZK,0.0397,CZ,40747
fca58953e680a05d4b8db09423dcafb7,2024-03-11 17:06:58.000,EUR,1.0,SK,95131
ecd6b71fb693fd0f0d7ea8646141e5e1,2024-11-17 12:37:54.000,EUR,1.0,SK,95704
9bc62e9a83d93c643cfc0dc430356824,2024-05-10 10:06:32.000,EUR,1.0,SK,1004
6e91ca2d76841704a1908d0788a7d249,2024-08-14 12:30:14.000,CZK,0.0397,CZ,67801
bef8ecc1a7fbaaf7e3aec35dd9e01117,2024-02-19 06:48:19.000,CZK,0.0393,CZ,19016
a509970ac29d089070d97eb79e9c2fc0,2024-11-14 12:44:50.000,HUF,0.0024,HU,1144
e23600ea618b9393e8011ff237e323ec,2024-10-14 09:04:13.000,CZK,0.0395,CZ,67976
81dd761207183542bc2d2fb8c1f47b32,2024-01-31 17:40:42.000,EUR,1.0,SK,4011
dcedc643714cd75f7d9a53cc973f98ec,2024-02-01 18:25:03.000,EUR,1.0,SK,4012
3a1a05492da10ca3148f19504a85f122,2024-04-19 18:31:18.000,HUF,0.0025,HU,7026
d20cc0335b77a9fb0d875d10902d4acc,2024-10-19 07:27:15.000,HUF,0.0025,HU,2173
22b35dfa3cb6651b01b986f04908ffe8,2024-01-06 09:45:00.000,HUF,0.0026,HU,2700
09c040d05237c36daf46541b6d31427e,2024-07-18 23:29:12.000,EUR,1.0,SK,4414
c23c3e6282033fecf3b6bb01303ee800,2024-11-07 01:38:50.000,CZK,0.0394,CZ,43401
872eb3050709cfba5d1f4d243fbe0310,2024-09-08 11:57:57.000,CZK,0.0399,CZ,63800
a5401d893a5a36248f5a343e7e577e6e,2024-06-10 09:40:18.000,CZK,0.0406,CZ,16000
ef251e04dd891060e9ac7079616092bc,2024-07-20 17:23:42.000,CZK,0.0396,CZ,67125
9b1ea505919bf90fded63d7b82e4b65c,2024-06-16 12:51:31.000,CZK,0.0404,CZ,26601
886f208176c8ceab8819fa5b245ec54d,2024-07-21 05:49:19.000,CZK,0.0396,CZ,59231
adc7f96dccddd1bb38e6c0901eed6fbd,2024-11-05 15:56:13.000,HUF,0.0024,HU,6723
09a6f3029fc4138294bd2a398dbcad2a,2024-04-15 11:34:21.000,CZK,0.0395,CZ,66465
b42fb88694412405d724351798ac25f5,2024-04-16 10:38:46.000,HUF,0.0025,HU,2253
78fc0807ea6c2a7a61c58839f0c70cef,2024-11-25 22:36:37.000,EUR,1.0,SK,1861
0ee1b57a7d54378eebd0993c46c3ce44,2024-04-12 11:18:44.000,HUF,0.0026,HU,4031
722fed4d3b3f6f9e1c7259305237a3be,2024-11-11 10:04:45.000,CZK,0.0396,CZ,50006
52f965265e77d7865544816a76089799,2024-11-05 18:32:21.000,HUF,0.0024,HU,1097
001524122640af8b10afd422518235a4,2024-10-21 17:02:48.000,CZK,0.0396,CZ,32300
f306588910a782870ec85e17d6eab594,2024-06-29 14:34:02.000,EUR,1.0,SK,2321
ff66a4a5143e38e8c801822740c904ef,2024-07-11 07:10:18.000,CZK,0.0395,CZ,73911
3c68f51725d593a30908a528e30496e9,2024-05-13 20:15:08.000,CZK,0.0403,CZ,74762
98f3ad74aba8e7442754925c26fb5721,2024-09-27 18:36:15.000,HUF,0.0025,HU,1162
644b9754a9afa629dcbad55c21389f9d,2024-09-23 13:41:52.000,CZK,0.0399,CZ,14100
a295fe2504543ceb444fb0ffd82d27f9,2024-01-11 09:26:46.000,EUR,1.0,SK,95121
e4e1d5f0ad8fade918e88d9d2f94fe74,2024-10-28 00:17:26.000,EUR,1.0,SK,6601
1a4b4987c15bff11160be2ca7e22e639,2024-05-05 04:36:48.000,HUF,0.0026,HU,2800
9512cf74d09fdf80f0c3792e4abfa809,2024-03-20 15:55:32.000,CZK,0.0395,CZ,56169
5178d9dbc33c374f6e01262c7dcda932,2024-06-17 12:44:55.000,CZK,0.0405,CZ,75301
8a7918413aa6c8726ef3290b1e4fcdb6,2024-12-15 15:04:10.000,EUR,1.0,SK,85102
062eb57d2881f28a4dec816edc2ba0cd,2024-04-09 16:52:41.000,CZK,0.0394,CZ,67905
6295d811a7953f9bc1d7550e96cfbb51,2024-06-20 04:13:43.000,EUR,1.0,SK,2001
2fc80d739ac6a3b49c394ec0d657e9b5,2024-07-24 00:12:31.000,EUR,1.0,SK,9303
693d14e903d8b274faf6ac1d278cf810,2024-02-06 21:43:12.000,EUR,1.0,SK,94901
d621500a8a8ac1ba18f903c8b7027101,2024-01-23 21:14:13.000,EUR,1.0,SK,1015
fa1d53e2992d29d61172e5ca79bcf8bc,2024-01-19 18:30:17.000,HUF,0.0026,HU,6764
09f27040deabc6000055290f62ab1a8b,2024-09-13 20:26:55.000,CZK,0.0398,CZ,62800
e50bd62fbd81e24ad3e1e94865bb1d7a,2024-03-20 21:43:32.000,CZK,0.0395,CZ,55001
a4146edd39b9a915a1a76b4d042ee0ca,2024-11-10 08:51:46.000,CZK,0.0396,CZ,61200
8d0144039d0c8b81674efaf030976eb9,2024-09-11 11:34:02.000,CZK,0.0399,CZ,34815
cc258a2c817374f139b139aa60440ca7,2024-01-29 15:53:44.000,HUF,0.0026,HU,2760
c151ce6c89ded4831a6845de8af95f02,2024-09-02 09:49:19.000,EUR,1.0,SK,1501
c9ce882e7b42292ac32dc27cf7378ab2,2024-04-25 22:48:46.000,HUF,0.0025,HU,9025
e35818570eac1fcf6208fb382decea66,2024-06-27 18:28:41.000,CZK,0.0401,CZ,75701
0432b2d0071577e8682ad6df715179c9,2024-03-15 16:58:14.000,HUF,0.0025,HU,1143
f6cad2ac5733b87f78aff917bf62dfa0,2024-10-04 08:52:36.000,EUR,1.0,SK,3901
984db6c8897cfb3aea127398badebfea,2024-06-19 00:16:55.000,EUR,1.0,SK,2001
e9778e633786b23ee30e8e043a1742ae,2024-12-15 09:28:55.000,EUR,1.0,SK,95135
17de3d118a82f1d4ec242a1595510e14,2024-06-11 17:11:09.000,CZK,0.0405,CZ,54101
4c93cabfc8c77c0b8a22b6da5fe299ac,2024-01-05 15:13:52.000,CZK,0.0405,CZ,74101
2f8424fe50bceabde1f3757b013c6906,2024-06-09 21:08:27.000,EUR,1.0,SK,97101
30548191e7a92c622006781b17f89588,2024-02-13 07:08:21.000,HUF,0.0026,HU,9200
0639772893ad109eca81a4bee32694c5,2024-02-15 21:09:44.000,CZK,0.0392,CZ,66904
06dc28ffdf896d18675e26e8fbd29b08,2024-11-11 21:35:51.000,HUF,0.0024,HU,6500
cfb4dfa0bdd56b3d1c2e26a01f96eded,2024-10-26 22:35:21.000,CZK,0.0395,CZ,67974
fedb9905476fc0191d6b7874e19e255f,2024-09-24 16:18:42.000,EUR,1.0,SK,97401
a3fbcefefbfef46e6e0dc682370d6923,2024-06-12 11:12:25.000,HUF,0.0025,HU,1074
28c1729e81cfa2058d526a679f6ed8d3,2024-03-13 22:24:26.000,EUR,1.0,SK,3401
eab1932adbd8a384d3bc7f8ff3c78be0,2024-03-04 23:48:12.000,HUF,0.0025,HU,2614
2b4009dfd6d7289dcc95e225d852d531,2024-06-04 10:16:32.000,EUR,1.0,SK,3401
0e6230f3843722babf522adb234cfcb2,2024-09-03 10:46:16.000,CZK,0.04,CZ,50601
2d08213b387d995016af61da51e9503d,2024-10-24 10:23:16.000,CZK,0.0396,CZ,30100
5777f08b62ed3710420c285bb46a6c5d,2024-12-01 22:16:47.000,EUR,1.0,SK,7605
426731dfaba54d9018ff313d71b78588,2024-05-12 13:15:53.000,HUF,0.0026,HU,6771
2e66eab9b7eed49563a597227b0e238b,2024-06-21 06:51:46.000,EUR,1.0,SK,93011
909deca343b5b235aac1d93ad6911a49,2024-08-19 20:10:15.000,EUR,1.0,SK,94632
343640a112122e15a1344f7ea0e9bd58,2024-10-07 23:47:22.000,HUF,0.0025,HU,9111
18017cc3b523991a4535bb4b043a1f75,2024-09-08 18:58:52.000,HUF,0.0025,HU,9200
0b965db7b1066ff6a5f3b87b2fd822a3,2024-09-18 21:44:45.000,CZK,0.0399,CZ,74801
8827e1dadd9d8803950589b0dbdb8a53,2024-12-01 21:45:10.000,CZK,0.0396,CZ,43001
41a1f56dd75d9edcd3ff79d2ab82d357,2024-10-06 06:03:56.000,HUF,0.0025,HU,6300
67ec43e9ef399070d7f9f8642ce8f597,2024-06-12 18:27:55.000,EUR,1.0,SK,84107
c775f757e7585f455c3ed64c2dffb0b2,2024-05-18 14:51:25.000,EUR,1.0,SK,98401
10ea3b2170d68fd8a36ca3b91e54952c,2024-09-19 10:00:36.000,EUR,1.0,SK,1001
2d8b6476fd07f5d27ee92a65a08ee8a5,2024-07-15 08:40:03.000,CZK,0.0394,CZ,50003
4782ba95644a836b73b0c78895a73a2a,2024-03-20 17:59:12.000,EUR,1.0,SK,96901
994e6234fb2ffe9576f7510fd4e6d105,2024-09-09 21:13:48.000,CZK,0.0399,CZ,25801
66055dd6c0faa151f41ed561dbab2a7c,2024-10-19 07:31:26.000,HUF,0.0025,HU,2851
86fd5701e7b3bc8d9514e1ed71e2d8e1,2024-06-24 07:59:45.000,EUR,1.0,SK,83106
876e0e5053508bff44c8de2b8be60b6e,2024-01-07 11:21:39.000,EUR,1.0,SK,90029
03924d702d8dfdff1e1a95935dc4d6ad,2024-09-11 13:33:20.000,EUR,1.0,SK,84101
930472b7b18c92766398644671ff8bc8,2024-06-28 20:15:20.000,CZK,0.0399,CZ,79001
c2a2b30a510f5c33720e5b1e5c5f10d6,2024-02-14 13:26:53.000,HUF,0.0026,HU,1164
1a1164032beac5aad4750aed44406073,2024-01-18 22:34:06.000,HUF,0.0026,HU,3078
8edbd53ab3aa15c191d19e5aa1bb5b55,2024-11-25 11:43:02.000,CZK,0.0395,CZ,50311
54a46a43fe44ab238f3ee33e397205af,2024-11-11 21:13:47.000,CZK,0.0396,CZ,56961
69ae8e358980f98404acd7955bb6da8d,2024-06-02 10:59:14.000,CZK,0.0405,CZ,68601
555d768d35d3f8fa7563c4def6ceb614,2024-01-03 11:48:59.000,EUR,1.0,SK,91701
37aeb7997e20ee52f4c3728f6739703d,2024-08-07 22:50:46.000,CZK,0.0396,CZ,33209
d4d1bc8d412bcb3285cadfab5522717a,2024-05-06 18:53:08.000,EUR,1.0,SK,7205
e1b0eb78bf5a5fbb7e76308daba12564,2024-09-11 13:31:14.000,CZK,0.0399,CZ,14000
afe5329ef0e6e26ad513b5cbc79123a4,2024-06-08 11:37:49.000,EUR,1.0,SK,7636
9b41d5ef805b468e913dcbd60e93148f,2024-02-20 20:22:50.000,CZK,0.0393,CZ,74707
820b54864c60b7e0a73c15c2e1852912,2024-07-11 09:26:11.000,CZK,0.0394,CZ,74601
8cbd02d615d28ad73348bc9fe0818a97,2024-04-08 23:08:49.000,EUR,1.0,SK,1303
d07599548b843627a6d161f91f862d5b,2024-12-17 07:50:52.000,EUR,1.0,SK,2351
eef1be5d3bc28d7ad59a416a23b63e8a,2024-05-08 14:03:03.000,HUF,0.0026,HU,6222
41ce8a6aeb76394b7fd0a149d964a45c,2024-11-13 22:41:42.000,HUF,0.0024,HU,1048
2a4015406cfea598c58b0675309d4423,2024-03-13 18:16:24.000,EUR,1.0,SK,4013
0889a8ac9287e73b1f11eb55ebb2e866,2024-02-15 18:42:35.000,CZK,0.0392,CZ,18200
a9e3254765bf051e36dc97d2a163d3b6,2024-09-13 18:03:08.000,CZK,0.0398,CZ,31200
057038ac7a96b72ce0f983176e574e4e,2024-01-31 21:20:40.000,HUF,0.0026,HU,5300
9349f3bb87a7f086909651f3c763467e,2024-04-08 21:32:51.000,CZK,0.0395,CZ,78501
68886be2061ebb9565874ab3957140cf,2024-06-27 22:36:26.000,CZK,0.0401,CZ,63900
9f43a44f25c25375519edf622263c708,2024-02-16 08:36:02.000,EUR,1.0,SK,85104
b1c548ba13bf0d5f332bcc1eff4de25c,2024-04-14 19:20:00.000,CZK,0.0394,CZ,41184
ccb46ac5d9a238497b4871f9f4558056,2024-04-01 18:27:03.000,CZK,0.0396,CZ,50009
773a36009a49dcc960afa4161f897f23,2024-12-20 07:23:21.000,CZK,0.0398,CZ,33144
