fk_item,year_month,avg_margin
006e12281d6aa342fca882f3a2b8f914,2024-09-01T00:00:00.000000,446.3399275510205
006e12281d6aa342fca882f3a2b8f914,2024-10-01T00:00:00.000000,490.05191034482766
006e12281d6aa342fca882f3a2b8f914,2024-11-01T00:00:00.000000,693.7239980769223
006e12281d6aa342fca882f3a2b8f914,2024-12-01T00:00:00.000000,241.08393043478264
00735bb75eb850062cd8b0d146efd7de,2024-02-01T00:00:00.000000,1650.525
00735bb75eb850062cd8b0d146efd7de,2024-06-01T00:00:00.000000,5015.5
00735bb75eb850062cd8b0d146efd7de,2024-07-01T00:00:00.000000,5.5282
00735bb75eb850062cd8b0d146efd7de,2024-09-01T00:00:00.000000,1299.2933333333333
00735bb75eb850062cd8b0d146efd7de,2024-11-01T00:00:00.000000,1652.8433333333332
00735bb75eb850062cd8b0d146efd7de,2024-12-01T00:00:00.000000,226.51000000000002
0073a6b1a8a109198051532a2f61b670,2024-03-01T00:00:00.000000,42.1873
0073a6b1a8a109198051532a2f61b670,2024-07-01T00:00:00.000000,31.192899999999998
0073a6b1a8a109198051532a2f61b670,2024-10-01T00:00:00.000000,0.25939999999999985
00978f501ebbbafe8d3146d4946feb46,2024-04-01T00:00:00.000000,154.99
00978f501ebbbafe8d3146d4946feb46,2024-10-01T00:00:00.000000,239.68
00b85c41ac99f59e694e18785774c9e9,2024-05-01T00:00:00.000000,6883.88
00b85c41ac99f59e694e18785774c9e9,2024-06-01T00:00:00.000000,861.635
00b85c41ac99f59e694e18785774c9e9,2024-08-01T00:00:00.000000,916.355
00b85c41ac99f59e694e18785774c9e9,2024-09-01T00:00:00.000000,916.355
00b85c41ac99f59e694e18785774c9e9,2024-10-01T00:00:00.000000,1.1400000000000001
00b85c41ac99f59e694e18785774c9e9,2024-11-01T00:00:00.000000,223.48000000000002
00b85c41ac99f59e694e18785774c9e9,2024-12-01T00:00:00.000000,223.48000000000002
00bc2c0bcb82e6c0380223059dc65fd8,2024-08-01T00:00:00.000000,277.7238
00bc2c0bcb82e6c0380223059dc65fd8,2024-09-01T00:00:00.000000,277.7238
00bc2c0bcb82e6c0380223059dc65fd8,2024-11-01T00:00:00.000000,293.76
00e368b1663a27abd248ca85f8117662,2024-01-01T00:00:00.000000,-0.27
00e368b1663a27abd248ca85f8117662,2024-02-01T00:00:00.000000,13.509642857142863
00e368b1663a27abd248ca85f8117662,2024-03-01T00:00:00.000000,-0.27
00e368b1663a27abd248ca85f8117662,2024-04-01T00:00:00.000000,-0.2699999999999998
00e368b1663a27abd248ca85f8117662,2024-05-01T00:00:00.000000,-0.27
00e368b1663a27abd248ca85f8117662,2024-06-01T00:00:00.000000,-0.27
00e368b1663a27abd248ca85f8117662,2024-07-01T00:00:00.000000,-0.2699999999999999
00e368b1663a27abd248ca85f8117662,2024-08-01T00:00:00.000000,31.88250000000001
00e368b1663a27abd248ca85f8117662,2024-09-01T00:00:00.000000,-0.2700000000000001
00e368b1663a27abd248ca85f8117662,2024-10-01T00:00:00.000000,3.4107142857142825
00e368b1663a27abd248ca85f8117662,2024-11-01T00:00:00.000000,3.231999999999997
00e368b1663a27abd248ca85f8117662,2024-12-01T00:00:00.000000,302.7085714285713
00f087d3eb866dc8451fd7ba2f542d0c,2024-04-01T00:00:00.000000,542.3699999999999
00f087d3eb866dc8451fd7ba2f542d0c,2024-05-01T00:00:00.000000,3.3600000000000003
00f087d3eb866dc8451fd7ba2f542d0c,2024-06-01T00:00:00.000000,36.56
00f087d3eb866dc8451fd7ba2f542d0c,2024-08-01T00:00:00.000000,36.56
012824506f88e6bd25007f2f0326d361,2024-01-01T00:00:00.000000,756.3712500000001
012824506f88e6bd25007f2f0326d361,2024-02-01T00:00:00.000000,2744.7400000000002
012824506f88e6bd25007f2f0326d361,2024-03-01T00:00:00.000000,689.4758750000001
012824506f88e6bd25007f2f0326d361,2024-04-01T00:00:00.000000,138.9033
012824506f88e6bd25007f2f0326d361,2024-05-01T00:00:00.000000,3.6717500000000003
012824506f88e6bd25007f2f0326d361,2024-06-01T00:00:00.000000,3.7800000000000002
012824506f88e6bd25007f2f0326d361,2024-07-01T00:00:00.000000,3.7800000000000002
012824506f88e6bd25007f2f0326d361,2024-08-01T00:00:00.000000,3.7800000000000002
012824506f88e6bd25007f2f0326d361,2024-10-01T00:00:00.000000,2745.2476
012824506f88e6bd25007f2f0326d361,2024-11-01T00:00:00.000000,723.0222
012824506f88e6bd25007f2f0326d361,2024-12-01T00:00:00.000000,139.1747
0136bd34b95d4b63383bd148b7e4cee3,2024-01-01T00:00:00.000000,17.150000000000002
0136bd34b95d4b63383bd148b7e4cee3,2024-02-01T00:00:00.000000,463.67
0136bd34b95d4b63383bd148b7e4cee3,2024-03-01T00:00:00.000000,463.65999999999997
0136bd34b95d4b63383bd148b7e4cee3,2024-04-01T00:00:00.000000,0.17000000000000004
0136bd34b95d4b63383bd148b7e4cee3,2024-05-01T00:00:00.000000,232.01
0136bd34b95d4b63383bd148b7e4cee3,2024-08-01T00:00:00.000000,0.29666666666666675
0136bd34b95d4b63383bd148b7e4cee3,2024-09-01T00:00:00.000000,927.3199999999999
0136bd34b95d4b63383bd148b7e4cee3,2024-11-01T00:00:00.000000,0.3600000000000001
013c212297f250f633fca5179df10af8,2024-01-01T00:00:00.000000,3725.835
013c212297f250f633fca5179df10af8,2024-02-01T00:00:00.000000,157.98
013c212297f250f633fca5179df10af8,2024-03-01T00:00:00.000000,157.98
013c212297f250f633fca5179df10af8,2024-04-01T00:00:00.000000,2431.23
013c212297f250f633fca5179df10af8,2024-05-01T00:00:00.000000,7293.6900000000005
013c212297f250f633fca5179df10af8,2024-06-01T00:00:00.000000,2431.23
013c212297f250f633fca5179df10af8,2024-07-01T00:00:00.000000,649.2775
013c212297f250f633fca5179df10af8,2024-08-01T00:00:00.000000,157.98
013c212297f250f633fca5179df10af8,2024-09-01T00:00:00.000000,426.9625
013c212297f250f633fca5179df10af8,2024-11-01T00:00:00.000000,1384.4733333333334
013c212297f250f633fca5179df10af8,2024-12-01T00:00:00.000000,1622.1366666666665
0140a3c03244d5293619564117ee536d,2024-02-01T00:00:00.000000,475.39
0140a3c03244d5293619564117ee536d,2024-05-01T00:00:00.000000,326.63
0140a3c03244d5293619564117ee536d,2024-08-01T00:00:00.000000,1.0700000000000003
0140a3c03244d5293619564117ee536d,2024-10-01T00:00:00.000000,301.83000000000004
014b3bdaabdf02112f1cb08d6ad58b52,2024-01-01T00:00:00.000000,1500.8571142857143
014b3bdaabdf02112f1cb08d6ad58b52,2024-02-01T00:00:00.000000,417.23999999999995
014b3bdaabdf02112f1cb08d6ad58b52,2024-03-01T00:00:00.000000,368.7828571428571
014b3bdaabdf02112f1cb08d6ad58b52,2024-04-01T00:00:00.000000,358.4308
014b3bdaabdf02112f1cb08d6ad58b52,2024-05-01T00:00:00.000000,984.2591199999999
014b3bdaabdf02112f1cb08d6ad58b52,2024-06-01T00:00:00.000000,849.21
014b3bdaabdf02112f1cb08d6ad58b52,2024-07-01T00:00:00.000000,500.67600000000004
014b3bdaabdf02112f1cb08d6ad58b52,2024-08-01T00:00:00.000000,1224.4466666666665
014b3bdaabdf02112f1cb08d6ad58b52,2024-09-01T00:00:00.000000,39.94499999999999
014b3bdaabdf02112f1cb08d6ad58b52,2024-10-01T00:00:00.000000,612.2199999999999
014b3bdaabdf02112f1cb08d6ad58b52,2024-11-01T00:00:00.000000,1.87
014b3bdaabdf02112f1cb08d6ad58b52,2024-12-01T00:00:00.000000,1757.68095
015246197f267422606480ed341a3f70,2024-01-01T00:00:00.000000,19.439999999999998
015246197f267422606480ed341a3f70,2024-02-01T00:00:00.000000,19.439999999999998
0159a4ee070a016505dc0bed19b2569e,2024-01-01T00:00:00.000000,9428.720000000001
0159a4ee070a016505dc0bed19b2569e,2024-03-01T00:00:00.000000,12.74
0159a4ee070a016505dc0bed19b2569e,2024-10-01T00:00:00.000000,12241.84
0159a4ee070a016505dc0bed19b2569e,2024-11-01T00:00:00.000000,12.020000000000001
015a32391ee227170455ba00f9349788,2024-03-01T00:00:00.000000,3.750000000000001
015a32391ee227170455ba00f9349788,2024-06-01T00:00:00.000000,4080.4731
016288132a46d92460245bd4c1df95fb,2024-02-01T00:00:00.000000,1498.03
016288132a46d92460245bd4c1df95fb,2024-03-01T00:00:00.000000,1400.001111111111
016288132a46d92460245bd4c1df95fb,2024-04-01T00:00:00.000000,2214.6714285714284
016288132a46d92460245bd4c1df95fb,2024-05-01T00:00:00.000000,2857.848571428571
016288132a46d92460245bd4c1df95fb,2024-06-01T00:00:00.000000,2099.0099999999998
016288132a46d92460245bd4c1df95fb,2024-07-01T00:00:00.000000,1459.6511764705886
016288132a46d92460245bd4c1df95fb,2024-08-01T00:00:00.000000,655.7130769230769
016288132a46d92460245bd4c1df95fb,2024-09-01T00:00:00.000000,1133.5999687499998
016288132a46d92460245bd4c1df95fb,2024-10-01T00:00:00.000000,1694.5824999999998
016288132a46d92460245bd4c1df95fb,2024-11-01T00:00:00.000000,1434.0656490909087
016288132a46d92460245bd4c1df95fb,2024-12-01T00:00:00.000000,1321.4060206896552
0189ecb9a801c14bdeb2ae23b5f10064,2024-01-01T00:00:00.000000,5572.280000000001
0189ecb9a801c14bdeb2ae23b5f10064,2024-02-01T00:00:00.000000,306.53999999999996
0189ecb9a801c14bdeb2ae23b5f10064,2024-03-01T00:00:00.000000,327.41999999999996
0189ecb9a801c14bdeb2ae23b5f10064,2024-04-01T00:00:00.000000,722.2199999999999
0189ecb9a801c14bdeb2ae23b5f10064,2024-05-01T00:00:00.000000,338.3066666666667
0189ecb9a801c14bdeb2ae23b5f10064,2024-07-01T00:00:00.000000,2911.9449999999997
0189ecb9a801c14bdeb2ae23b5f10064,2024-08-01T00:00:00.000000,1072.8899999999999
0189ecb9a801c14bdeb2ae23b5f10064,2024-09-01T00:00:00.000000,1737.0599999999997
0189ecb9a801c14bdeb2ae23b5f10064,2024-10-01T00:00:00.000000,1083.33
0189ecb9a801c14bdeb2ae23b5f10064,2024-11-01T00:00:00.000000,4781.95
01937200685e9c7196f60f06d54411c9,2024-01-01T00:00:00.000000,5.750000000000002
01937200685e9c7196f60f06d54411c9,2024-03-01T00:00:00.000000,5.860000000000001
01937200685e9c7196f60f06d54411c9,2024-12-01T00:00:00.000000,203.37
0193884333815eb90a95a66b8b568a57,2024-12-01T00:00:00.000000,13210.83
019d6d0d576724bef455e47d63febe06,2024-08-01T00:00:00.000000,10214.640000000001
01a45582454a3115578599da18c73634,2024-01-01T00:00:00.000000,2441.31
01a45582454a3115578599da18c73634,2024-02-01T00:00:00.000000,2775.288888888889
01a45582454a3115578599da18c73634,2024-03-01T00:00:00.000000,1367.9306250000002
01a45582454a3115578599da18c73634,2024-04-01T00:00:00.000000,3441.7138416666676
01a45582454a3115578599da18c73634,2024-05-01T00:00:00.000000,3475.1412421052632
01a45582454a3115578599da18c73634,2024-06-01T00:00:00.000000,1713.4561956521736
01a45582454a3115578599da18c73634,2024-07-01T00:00:00.000000,2586.1950230769226
01a45582454a3115578599da18c73634,2024-08-01T00:00:00.000000,1941.7148571428575
01a45582454a3115578599da18c73634,2024-09-01T00:00:00.000000,1213.7464772727274
01a45582454a3115578599da18c73634,2024-10-01T00:00:00.000000,2308.666811111112
01a45582454a3115578599da18c73634,2024-11-01T00:00:00.000000,3144.2432666666655
01a45582454a3115578599da18c73634,2024-12-01T00:00:00.000000,5007.187685714285
01aee4e86ccf03acfa6722356cf17acd,2024-04-01T00:00:00.000000,332.82
01d851b39d112488ee2906522ac2e2d9,2024-01-01T00:00:00.000000,977.8076470588237
01d851b39d112488ee2906522ac2e2d9,2024-02-01T00:00:00.000000,913.9654545454542
01d851b39d112488ee2906522ac2e2d9,2024-03-01T00:00:00.000000,585.6329999999999
01d851b39d112488ee2906522ac2e2d9,2024-04-01T00:00:00.000000,984.7229411764704
01d851b39d112488ee2906522ac2e2d9,2024-05-01T00:00:00.000000,916.1491272727272
01d851b39d112488ee2906522ac2e2d9,2024-06-01T00:00:00.000000,489.23487142857147
01d851b39d112488ee2906522ac2e2d9,2024-07-01T00:00:00.000000,715.22136
01d851b39d112488ee2906522ac2e2d9,2024-08-01T00:00:00.000000,1341.7049000000004
01d851b39d112488ee2906522ac2e2d9,2024-09-01T00:00:00.000000,624.7760078947367
01d851b39d112488ee2906522ac2e2d9,2024-10-01T00:00:00.000000,219.53110714285714
01d851b39d112488ee2906522ac2e2d9,2024-11-01T00:00:00.000000,938.9975277777778
01d851b39d112488ee2906522ac2e2d9,2024-12-01T00:00:00.000000,406.9975000000001
01ee40ccc6390f80c30cda20e9aeefab,2024-12-01T00:00:00.000000,579.6795000000001
01f03316db626102b347c06dd3efc29b,2024-06-01T00:00:00.000000,254.35170000000002
01f03316db626102b347c06dd3efc29b,2024-07-01T00:00:00.000000,3767.9298
01f03316db626102b347c06dd3efc29b,2024-09-01T00:00:00.000000,3768.0456
01f03316db626102b347c06dd3efc29b,2024-10-01T00:00:00.000000,3.4756
01f03316db626102b347c06dd3efc29b,2024-11-01T00:00:00.000000,2312.4096
01f03316db626102b347c06dd3efc29b,2024-12-01T00:00:00.000000,3768.0706
020a57013e8740bb1a74545f46c2c32c,2024-02-01T00:00:00.000000,6753.8457
020e1156490103fa03e8b056be6f1666,2024-01-01T00:00:00.000000,3449.6802000000002
020e1156490103fa03e8b056be6f1666,2024-10-01T00:00:00.000000,3452.3128
0213765313e95d7d412a4c7589651279,2024-05-01T00:00:00.000000,716.8100000000001
02170c8431cd04edc0b55fb02bf98131,2024-05-01T00:00:00.000000,2350.54
02170c8431cd04edc0b55fb02bf98131,2024-07-01T00:00:00.000000,160.662
021818a439a676d735771e00e79c66ce,2024-01-01T00:00:00.000000,3.9749999999999996
021818a439a676d735771e00e79c66ce,2024-04-01T00:00:00.000000,2.65
021818a439a676d735771e00e79c66ce,2024-05-01T00:00:00.000000,2.65
021818a439a676d735771e00e79c66ce,2024-07-01T00:00:00.000000,2.65
021818a439a676d735771e00e79c66ce,2024-08-01T00:00:00.000000,2.65
021c30e87f56c731e82858f39b2eefe6,2024-10-01T00:00:00.000000,-3.9
0226f838783131e1ea98835eee385c04,2024-01-01T00:00:00.000000,369.2677777777777
0226f838783131e1ea98835eee385c04,2024-02-01T00:00:00.000000,786.8999999999999
0226f838783131e1ea98835eee385c04,2024-03-01T00:00:00.000000,519.3516666666666
0226f838783131e1ea98835eee385c04,2024-04-01T00:00:00.000000,778.1349999999998
0226f838783131e1ea98835eee385c04,2024-05-01T00:00:00.000000,1129.7649999999999
0226f838783131e1ea98835eee385c04,2024-06-01T00:00:00.000000,868.6316666666667
0226f838783131e1ea98835eee385c04,2024-07-01T00:00:00.000000,519.1816666666666
0226f838783131e1ea98835eee385c04,2024-08-01T00:00:00.000000,319.8542857142857
0226f838783131e1ea98835eee385c04,2024-09-01T00:00:00.000000,256.11769230769227
0226f838783131e1ea98835eee385c04,2024-10-01T00:00:00.000000,445.1585714285714
0226f838783131e1ea98835eee385c04,2024-11-01T00:00:00.000000,695.3227272727273
0226f838783131e1ea98835eee385c04,2024-12-01T00:00:00.000000,774.1557142857143
022c021c04488150af2e96c0c455eb40,2024-07-01T00:00:00.000000,7064.33
023008670f3f747643fe255e756fd027,2024-05-01T00:00:00.000000,1207.24
023008670f3f747643fe255e756fd027,2024-10-01T00:00:00.000000,1220.75
02322887d42897ddfda1b76a62f29046,2024-01-01T00:00:00.000000,9.989999999999998
02322887d42897ddfda1b76a62f29046,2024-04-01T00:00:00.000000,8.28
02322887d42897ddfda1b76a62f29046,2024-06-01T00:00:00.000000,2311.7349999999997
02322887d42897ddfda1b76a62f29046,2024-07-01T00:00:00.000000,6517.55
02322887d42897ddfda1b76a62f29046,2024-09-01T00:00:00.000000,476.77
02322887d42897ddfda1b76a62f29046,2024-11-01T00:00:00.000000,476.77
02322887d42897ddfda1b76a62f29046,2024-12-01T00:00:00.000000,477.46999999999997
023841711c01f924b4c212bf94152665,2024-01-01T00:00:00.000000,621.24
023841711c01f924b4c212bf94152665,2024-02-01T00:00:00.000000,2.0082
023841711c01f924b4c212bf94152665,2024-03-01T00:00:00.000000,621.06
023841711c01f924b4c212bf94152665,2024-05-01T00:00:00.000000,1242.12
023841711c01f924b4c212bf94152665,2024-07-01T00:00:00.000000,1552.6299999999999
023841711c01f924b4c212bf94152665,2024-08-01T00:00:00.000000,66.03999999999999
023841711c01f924b4c212bf94152665,2024-09-01T00:00:00.000000,130.14
023841711c01f924b4c212bf94152665,2024-11-01T00:00:00.000000,65.07499999999999
023841711c01f924b4c212bf94152665,2024-12-01T00:00:00.000000,621.055
024f356d33b34798fec3caca3f08e0af,2024-07-01T00:00:00.000000,0.8799999999999999
0252ef74c578191edb064d21c2cb56c5,2024-01-01T00:00:00.000000,855.85
025e5c44c5010a899c376dce6ab0bfe6,2024-01-01T00:00:00.000000,9.48
0263e2f4615a1718d5c49c1a2f9f667f,2024-05-01T00:00:00.000000,4117.5925
02642fc5aa01eea307022ee44319ecde,2024-10-01T00:00:00.000000,560.4118
0269496eeeb8e10d6eb9afd2ec57e31e,2024-01-01T00:00:00.000000,7.329999999999998
0269496eeeb8e10d6eb9afd2ec57e31e,2024-08-01T00:00:00.000000,1510.6499999999999
027ec98595517a883f2d347f674d0384,2024-01-01T00:00:00.000000,870.358
027ec98595517a883f2d347f674d0384,2024-02-01T00:00:00.000000,132.51489999999998
027ec98595517a883f2d347f674d0384,2024-03-01T00:00:00.000000,313.13552000000004
027ec98595517a883f2d347f674d0384,2024-04-01T00:00:00.000000,1087.3594750000002
027ec98595517a883f2d347f674d0384,2024-05-01T00:00:00.000000,235.24805999999998
027ec98595517a883f2d347f674d0384,2024-06-01T00:00:00.000000,390.706575
027ec98595517a883f2d347f674d0384,2024-07-01T00:00:00.000000,313.23066000000006
027ec98595517a883f2d347f674d0384,2024-08-01T00:00:00.000000,2984.2417000000005
027ec98595517a883f2d347f674d0384,2024-09-01T00:00:00.000000,831.5676000000001
027ec98595517a883f2d347f674d0384,2024-10-01T00:00:00.000000,325.8816333333333
027ec98595517a883f2d347f674d0384,2024-11-01T00:00:00.000000,341.471
027ec98595517a883f2d347f674d0384,2024-12-01T00:00:00.000000,325.52816666666666
0280b327706bce69cb575eef20de6b37,2024-02-01T00:00:00.000000,2587.77
0280b327706bce69cb575eef20de6b37,2024-03-01T00:00:00.000000,4.68
0280b327706bce69cb575eef20de6b37,2024-07-01T00:00:00.000000,234.27126666666666
0280b327706bce69cb575eef20de6b37,2024-09-01T00:00:00.000000,4.5568
0280b327706bce69cb575eef20de6b37,2024-10-01T00:00:00.000000,4.5568
0280b327706bce69cb575eef20de6b37,2024-11-01T00:00:00.000000,178.0868
028460535d29ddf9dac53039a7d22d35,2024-02-01T00:00:00.000000,4079.2545
028460535d29ddf9dac53039a7d22d35,2024-03-01T00:00:00.000000,259.5632
028460535d29ddf9dac53039a7d22d35,2024-05-01T00:00:00.000000,3.923400000000001
028460535d29ddf9dac53039a7d22d35,2024-06-01T00:00:00.000000,260.9572
028460535d29ddf9dac53039a7d22d35,2024-08-01T00:00:00.000000,8.1734
0291a32507839b7266233283e6f660a0,2024-01-01T00:00:00.000000,1103.516
0291a32507839b7266233283e6f660a0,2024-02-01T00:00:00.000000,66.44333333333333
0291a32507839b7266233283e6f660a0,2024-03-01T00:00:00.000000,764.4649999999999
0291a32507839b7266233283e6f660a0,2024-04-01T00:00:00.000000,3.47
0291a32507839b7266233283e6f660a0,2024-05-01T00:00:00.000000,41.254
0291a32507839b7266233283e6f660a0,2024-06-01T00:00:00.000000,99.675
0291a32507839b7266233283e6f660a0,2024-07-01T00:00:00.000000,100.53749999999998
0291a32507839b7266233283e6f660a0,2024-08-01T00:00:00.000000,576.7428571428571
0291a32507839b7266233283e6f660a0,2024-09-01T00:00:00.000000,98.4775
0291a32507839b7266233283e6f660a0,2024-10-01T00:00:00.000000,41.952
0291a32507839b7266233283e6f660a0,2024-11-01T00:00:00.000000,612.2659999999998
0291a32507839b7266233283e6f660a0,2024-12-01T00:00:00.000000,87.36571428571428
0295228ace28b43f13acfe52ff5397c2,2024-08-01T00:00:00.000000,159.88420000000002
0295228ace28b43f13acfe52ff5397c2,2024-09-01T00:00:00.000000,2.0200000000000005
02a67c30630b93156ae7de3780ee2b57,2024-05-01T00:00:00.000000,2241.35
02a67c30630b93156ae7de3780ee2b57,2024-06-01T00:00:00.000000,1.5333333333333343
02a67c30630b93156ae7de3780ee2b57,2024-07-01T00:00:00.000000,99.0457142857143
02a67c30630b93156ae7de3780ee2b57,2024-08-01T00:00:00.000000,41.553333333333335
02a67c30630b93156ae7de3780ee2b57,2024-09-01T00:00:00.000000,30.589999999999996
02a67c30630b93156ae7de3780ee2b57,2024-10-01T00:00:00.000000,-0.5499999999999999
02a67c30630b93156ae7de3780ee2b57,2024-11-01T00:00:00.000000,448.27
02a67c30630b93156ae7de3780ee2b57,2024-12-01T00:00:00.000000,3.4019500000000007
02a6b0051d5111964a57491daeb4a3aa,2024-01-01T00:00:00.000000,380.9959999999999
02a6b0051d5111964a57491daeb4a3aa,2024-02-01T00:00:00.000000,-2.98
02a6b0051d5111964a57491daeb4a3aa,2024-03-01T00:00:00.000000,404.13969000000003
02a6b0051d5111964a57491daeb4a3aa,2024-04-01T00:00:00.000000,1037.0953333333334
02a6b0051d5111964a57491daeb4a3aa,2024-05-01T00:00:00.000000,1.3465999999999996
02a6b0051d5111964a57491daeb4a3aa,2024-06-01T00:00:00.000000,104.1848
02a6b0051d5111964a57491daeb4a3aa,2024-07-01T00:00:00.000000,432.7849310344827
02a6b0051d5111964a57491daeb4a3aa,2024-08-01T00:00:00.000000,804.3670999999998
02a6b0051d5111964a57491daeb4a3aa,2024-09-01T00:00:00.000000,1519.6339833333332
02a6b0051d5111964a57491daeb4a3aa,2024-10-01T00:00:00.000000,5.477699999999999
02a6b0051d5111964a57491daeb4a3aa,2024-11-01T00:00:00.000000,805.9080599999999
02a6b0051d5111964a57491daeb4a3aa,2024-12-01T00:00:00.000000,82.2268142857143
02ca520f12d6310bb70cc30f863555f0,2024-02-01T00:00:00.000000,1878.7900000000002
02ca520f12d6310bb70cc30f863555f0,2024-03-01T00:00:00.000000,1878.7900000000002
02ca520f12d6310bb70cc30f863555f0,2024-05-01T00:00:00.000000,121.01
02ca520f12d6310bb70cc30f863555f0,2024-09-01T00:00:00.000000,628.7433333333333
02ca520f12d6310bb70cc30f863555f0,2024-10-01T00:00:00.000000,1878.7900000000002
02f1ac06a8153b9904e0ef79aa584fe2,2024-06-01T00:00:00.000000,7.350000000000001
02f1ac06a8153b9904e0ef79aa584fe2,2024-07-01T00:00:00.000000,7.350000000000001
02f9da6d880dad3c67a534f668c66233,2024-10-01T00:00:00.000000,2.8499999999999996
02fb110d9eb75e5588e1fe83b3a1c54f,2024-01-01T00:00:00.000000,1833.3733333333332
02fb110d9eb75e5588e1fe83b3a1c54f,2024-02-01T00:00:00.000000,3.6099999999999994
02fb110d9eb75e5588e1fe83b3a1c54f,2024-03-01T00:00:00.000000,1938.6966666666667
02fb110d9eb75e5588e1fe83b3a1c54f,2024-04-01T00:00:00.000000,2.738549999999999
02fb110d9eb75e5588e1fe83b3a1c54f,2024-05-01T00:00:00.000000,5493.3465
02fb110d9eb75e5588e1fe83b3a1c54f,2024-06-01T00:00:00.000000,319.2824
02fb110d9eb75e5588e1fe83b3a1c54f,2024-07-01T00:00:00.000000,319.6133
02fb110d9eb75e5588e1fe83b3a1c54f,2024-09-01T00:00:00.000000,162.47965
02fb110d9eb75e5588e1fe83b3a1c54f,2024-10-01T00:00:00.000000,2749.915
02fb110d9eb75e5588e1fe83b3a1c54f,2024-11-01T00:00:00.000000,320.76
02fb110d9eb75e5588e1fe83b3a1c54f,2024-12-01T00:00:00.000000,323.05
03182807f0659a0173e3c47075e19857,2024-01-01T00:00:00.000000,6.750000000000002
03204f90d0cd7f255895d6a130739768,2024-03-01T00:00:00.000000,3361.72
03204f90d0cd7f255895d6a130739768,2024-04-01T00:00:00.000000,5.8100000000000005
03204f90d0cd7f255895d6a130739768,2024-09-01T00:00:00.000000,4784.5291
03221f6fac40d52d6f284961617fc2e3,2024-01-01T00:00:00.000000,1500.3866666666665
03221f6fac40d52d6f284961617fc2e3,2024-05-01T00:00:00.000000,3061.7799999999997
03221f6fac40d52d6f284961617fc2e3,2024-06-01T00:00:00.000000,3219.2599999999998
03221f6fac40d52d6f284961617fc2e3,2024-07-01T00:00:00.000000,1711.9199999999998
03221f6fac40d52d6f284961617fc2e3,2024-08-01T00:00:00.000000,204.57999999999998
03221f6fac40d52d6f284961617fc2e3,2024-10-01T00:00:00.000000,3219.2599999999998
03221f6fac40d52d6f284961617fc2e3,2024-11-01T00:00:00.000000,1.75
03224e7f8733e636d5a5eebcd929d926,2024-05-01T00:00:00.000000,557.17
03224e7f8733e636d5a5eebcd929d926,2024-10-01T00:00:00.000000,8.425899999999999
0334e20b49edcbbc5888bb5b3a26a00f,2024-01-01T00:00:00.000000,1.3499999999999996
0334e20b49edcbbc5888bb5b3a26a00f,2024-02-01T00:00:00.000000,3137.29
0334e20b49edcbbc5888bb5b3a26a00f,2024-03-01T00:00:00.000000,235.74
0334e20b49edcbbc5888bb5b3a26a00f,2024-04-01T00:00:00.000000,3.8499999999999988
0334e20b49edcbbc5888bb5b3a26a00f,2024-05-01T00:00:00.000000,3373.5099999999998
0334e20b49edcbbc5888bb5b3a26a00f,2024-06-01T00:00:00.000000,4.679999999999999
0334e20b49edcbbc5888bb5b3a26a00f,2024-08-01T00:00:00.000000,262.52
